Employee Number,Retention,Age,Gender,Education,Marital Status,Distance From Home,Hourly Rate,Daily Rate,Monthly Rate,Monthly Income,Percent Salary Hike,Education Field,Department,Job Role,Performance Rating,Standard Hours,Stock Option Level,BusinessTravel,Training Times Last Year,Over Time,Job Satisfaction,Job Involvement,Relationship Satisfaction,Environment Satisfaction,Work Life Balance,Num Companies Worked,Total Working Years,Years At Company,Job Level,Years Since Last Promotion,Years In Current Role,Years With Current Manager
1792,0,44,1,2,Divorced,1,99,429,11092,2342,12,Medical,Research & Development,Research Scientist,3,80,3,Travel_Frequently,2,1,2,3,3,3,2,1,6,5,1,2,3,3
1794,1,37,1,2,Divorced,8,89,1239,12832,4071,13,Other,Human Resources,Human Resources,3,80,0,Travel_Rarely,4,0,2,3,3,3,2,2,19,10,2,4,0,7
1797,0,35,1,3,Single,27,84,303,13492,5813,18,Life Sciences,Sales,Sales Executive,3,80,0,Travel_Rarely,2,1,4,3,4,3,3,1,10,10,2,7,7,7
1798,1,33,1,4,Married,8,90,867,6076,3143,19,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Rarely,1,0,1,4,2,4,3,6,14,10,1,7,8,6
1799,1,28,1,3,Married,1,82,1181,5531,2044,11,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Rarely,6,0,4,3,3,3,4,1,5,5,1,0,3,3
1800,1,39,1,1,Single,10,65,1253,7914,13464,21,Medical,Research & Development,Research Director,4,80,0,Travel_Rarely,3,0,3,3,3,3,3,7,9,4,3,2,3,2
1801,1,46,1,2,Single,26,98,849,25166,7991,15,Life Sciences,Sales,Sales Executive,3,80,0,Non-Travel,3,0,2,2,3,2,3,8,6,2,2,2,2,2
1802,1,40,0,2,Married,2,99,616,25605,3377,17,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,5,0,1,3,4,3,2,4,7,4,1,0,3,2
1803,1,42,1,3,Married,13,95,1128,5696,5538,18,Medical,Research & Development,Healthcare Representative,3,80,2,Travel_Rarely,2,0,1,4,3,2,2,5,10,0,2,0,0,0
1804,1,35,1,2,Divorced,2,90,1180,24442,5762,14,Medical,Research & Development,Manufacturing Director,3,80,1,Non-Travel,6,0,4,3,3,2,3,2,15,7,2,1,7,7
1805,1,38,1,3,Divorced,2,100,1336,7129,2592,13,Human Resources,Human Resources,Human Resources,3,80,3,Non-Travel,3,0,2,3,4,1,3,5,13,11,1,3,10,8
1807,0,34,1,4,Married,9,93,234,6208,5346,17,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Frequently,3,0,1,3,3,4,2,4,11,7,2,0,1,7
1809,0,37,1,4,Single,10,58,370,4992,4213,15,Medical,Research & Development,Manufacturing Director,3,80,0,Travel_Rarely,4,0,1,3,2,4,1,1,10,10,2,0,3,8
1812,1,39,1,3,Divorced,20,83,766,19188,4127,18,Life Sciences,Sales,Sales Executive,3,80,1,Travel_Frequently,6,0,4,3,4,3,3,2,7,2,2,2,1,2
1813,1,43,1,3,Single,9,52,343,24978,2438,13,Life Sciences,Research & Development,Research Scientist,3,80,0,Non-Travel,2,0,3,3,3,1,2,4,7,3,1,1,2,2
1814,1,41,1,3,Single,5,85,447,15530,6870,12,Life Sciences,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,3,0,2,4,1,2,1,3,11,3,2,1,2,2
1815,1,41,0,1,Divorced,4,81,796,26458,10447,13,Marketing,Sales,Sales Executive,3,80,1,Travel_Rarely,3,1,3,3,4,3,4,0,23,22,3,13,14,5
1816,1,30,0,3,Single,10,64,1092,2739,9667,14,Medical,Research & Development,Manufacturing Director,3,80,0,Travel_Rarely,3,0,3,3,2,1,3,9,9,7,3,0,7,2
1818,0,26,0,2,Married,20,69,920,6889,2148,11,Medical,Human Resources,Human Resources,3,80,0,Travel_Rarely,3,1,2,3,3,4,3,0,6,5,1,1,1,4
1821,0,46,0,2,Married,21,66,261,10842,8926,22,Medical,Research & Development,Healthcare Representative,4,80,1,Travel_Rarely,2,0,2,3,4,4,4,4,13,9,2,3,7,7
1822,1,40,0,3,Divorced,1,52,1194,9060,6513,17,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,3,0,4,3,4,3,3,4,12,5,2,0,3,3
1823,1,34,1,2,Married,8,92,810,22128,6799,21,Technical Degree,Sales,Sales Executive,4,80,2,Travel_Rarely,5,0,3,4,3,2,3,1,10,10,2,4,8,8
1824,1,58,1,3,Divorced,2,52,350,22577,16291,22,Medical,Sales,Manager,4,80,1,Non-Travel,0,0,2,3,4,2,2,4,37,16,4,14,9,14
1826,1,35,1,4,Married,23,91,185,9696,2705,16,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,2,0,3,1,2,2,4,0,6,5,1,0,4,3
1827,1,47,0,3,Divorced,4,92,1001,19271,10333,12,Life Sciences,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,4,1,2,2,3,3,3,8,28,22,3,14,11,10
1829,1,40,0,3,Divorced,12,47,750,10748,4448,12,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,3,0,1,3,2,2,3,2,15,7,2,7,4,7
1830,1,54,0,4,Married,7,68,431,15696,6854,15,Medical,Research & Development,Research Scientist,3,80,1,Travel_Rarely,2,0,4,3,2,4,2,4,14,7,2,1,1,7
1833,1,31,0,4,Married,7,68,1125,8277,9637,14,Marketing,Sales,Sales Executive,3,80,2,Travel_Frequently,3,0,1,3,4,1,3,2,9,3,3,2,2,2
1834,1,28,0,3,Married,1,67,1217,12719,3591,25,Medical,Research & Development,Research Scientist,4,80,1,Travel_Rarely,3,0,1,3,3,3,3,1,3,3,1,1,2,2
1835,1,38,0,4,Married,2,77,723,4244,5405,20,Marketing,Sales,Sales Representative,4,80,2,Travel_Rarely,4,1,4,1,1,2,2,2,20,4,2,0,2,3
1836,1,26,1,3,Single,10,46,572,9125,4684,13,Medical,Sales,Sales Executive,3,80,0,Travel_Rarely,4,0,4,3,1,3,3,1,5,5,2,1,3,2
1837,1,58,1,4,Married,15,87,1216,21624,15787,14,Life Sciences,Research & Development,Research Director,3,80,0,Travel_Frequently,3,1,3,3,2,1,3,2,23,2,4,2,2,2
1839,1,18,0,3,Single,14,33,1431,8018,1514,16,Medical,Research & Development,Research Scientist,3,80,0,Non-Travel,4,0,3,3,3,2,1,1,0,0,1,0,0,0
1842,0,31,1,5,Married,18,89,359,21495,2956,17,Human Resources,Human Resources,Human Resources,3,80,0,Travel_Rarely,4,0,1,4,3,4,3,0,2,1,1,0,0,0
1844,0,29,1,3,Divorced,13,56,350,3157,2335,15,Human Resources,Human Resources,Human Resources,3,80,3,Travel_Rarely,3,1,1,2,4,1,3,4,4,2,1,2,2,0
1845,1,45,0,4,Married,2,67,589,19665,5154,22,Life Sciences,Sales,Sales Executive,4,80,2,Non-Travel,3,0,3,3,2,3,4,4,10,8,2,5,7,7
1847,1,36,0,4,Married,2,73,430,19573,6962,22,Other,Research & Development,Research Scientist,4,80,1,Travel_Rarely,2,1,2,3,4,4,3,4,15,1,2,0,0,0
1849,1,43,1,4,Married,2,92,1422,19246,5675,20,Life Sciences,Sales,Sales Executive,4,80,1,Travel_Frequently,5,0,4,3,3,1,3,1,7,7,2,7,7,7
1850,1,27,0,2,Single,5,53,1297,19826,2379,14,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Frequently,3,1,4,3,3,4,2,0,6,5,1,0,4,2
1852,1,29,1,1,Married,20,40,574,7003,3812,13,Medical,Research & Development,Laboratory Technician,3,80,0,Travel_Frequently,3,0,4,3,2,4,4,1,11,11,1,3,8,10
1853,1,32,1,4,Single,10,79,1318,26075,4648,13,Marketing,Sales,Sales Executive,3,80,0,Travel_Frequently,2,0,4,3,3,4,4,8,4,0,2,0,0,0
1854,1,42,1,4,Married,10,38,355,6161,2936,22,Technical Degree,Research & Development,Research Scientist,4,80,2,Non-Travel,1,0,3,3,2,3,2,3,10,6,1,3,3,3
1856,1,47,0,4,Single,9,64,207,5411,2105,12,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,2,0,3,3,3,2,3,4,7,2,1,2,2,0
1857,1,46,1,2,Divorced,2,82,706,19989,8578,14,Life Sciences,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,4,0,4,3,3,4,2,3,12,9,3,4,8,7
1858,1,28,1,2,Divorced,1,43,280,10494,2706,15,Life Sciences,Human Resources,Human Resources,3,80,1,Non-Travel,2,0,4,3,2,3,3,1,3,3,1,2,2,2
1859,1,29,1,1,Divorced,29,93,726,21143,6384,17,Life Sciences,Research & Development,Healthcare Representative,3,80,2,Travel_Rarely,3,0,3,1,4,4,3,8,11,7,2,1,0,6
1860,1,42,1,3,Single,8,81,1142,13624,3968,13,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,3,0,3,3,4,4,3,4,8,0,1,0,0,0
1862,0,32,1,4,Single,2,82,414,26186,9907,12,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,3,1,2,2,3,3,2,7,7,2,2,2,2,2
1863,1,46,0,3,Divorced,3,45,1319,7739,13225,12,Technical Degree,Sales,Sales Executive,3,80,1,Travel_Rarely,5,0,1,4,4,1,3,2,25,19,4,2,17,8
1864,1,27,0,1,Married,23,36,728,7018,3540,21,Medical,Sales,Sales Representative,4,80,1,Travel_Rarely,5,0,3,2,4,2,3,1,9,9,2,5,8,8
1865,1,29,1,1,Married,6,87,352,15434,2804,11,Medical,Human Resources,Human Resources,3,80,0,Travel_Rarely,3,0,2,2,4,4,3,1,1,1,1,0,0,0
1866,1,43,0,3,Married,6,81,823,22539,19392,13,Medical,Research & Development,Manager,3,80,0,Travel_Rarely,2,0,3,2,4,1,3,7,21,16,5,6,12,14
1867,1,48,1,3,Married,10,91,1224,13583,19665,12,Life Sciences,Research & Development,Research Director,3,80,0,Travel_Rarely,3,0,2,2,4,4,3,4,29,22,5,12,10,9
1868,0,29,1,2,Single,24,73,459,14753,2439,24,Life Sciences,Research & Development,Research Scientist,4,80,0,Travel_Frequently,3,1,4,2,2,4,2,1,1,1,1,1,0,0
1869,0,46,0,3,Married,10,64,1254,14011,7314,21,Life Sciences,Sales,Sales Executive,4,80,3,Travel_Rarely,2,0,2,3,3,3,3,5,14,8,3,0,7,7
1870,1,27,0,3,Married,15,77,1131,23844,4774,19,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Frequently,2,0,1,2,4,4,2,0,8,7,1,7,6,3
1871,1,39,1,4,Divorced,19,41,835,5141,3902,14,Other,Research & Development,Research Scientist,3,80,3,Travel_Rarely,2,0,4,3,2,4,3,8,7,2,2,2,2,2
1873,1,55,1,4,Married,2,98,836,7975,2662,20,Technical Degree,Research & Development,Research Scientist,4,80,1,Travel_Rarely,2,0,4,2,2,2,4,8,19,5,1,0,2,4
1875,1,28,0,3,Married,3,78,1172,3692,2856,19,Medical,Sales,Sales Representative,3,80,1,Travel_Rarely,3,0,2,3,4,2,3,1,1,1,1,0,0,0
1876,0,30,1,3,Single,9,89,945,16019,1081,13,Medical,Sales,Sales Representative,3,80,0,Travel_Rarely,3,0,4,3,3,2,2,1,1,1,1,0,0,0
1878,0,22,1,1,Single,7,75,391,26092,2472,23,Life Sciences,Research & Development,Research Scientist,4,80,0,Travel_Rarely,2,1,2,3,1,4,3,1,1,1,1,0,0,0
1880,1,36,0,4,Married,10,63,1266,6060,5673,13,Technical Degree,Sales,Sales Executive,3,80,1,Travel_Rarely,4,1,3,2,1,2,3,1,10,10,2,1,9,7
1881,1,31,1,3,Divorced,20,89,311,18624,4197,11,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,2,0,3,3,1,2,3,1,10,10,2,0,8,2
1882,1,34,1,3,Married,4,64,1480,24444,9713,13,Life Sciences,Sales,Sales Executive,3,80,3,Travel_Rarely,3,1,4,3,4,3,3,2,9,5,3,1,3,0
1883,1,29,1,3,Single,7,59,592,19384,2062,14,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,2,0,1,3,2,4,3,3,11,3,1,1,2,2
1885,1,37,1,4,Married,7,78,783,13588,4284,22,Medical,Research & Development,Research Scientist,4,80,1,Travel_Rarely,2,1,1,3,3,4,3,5,16,5,2,0,3,4
1886,1,35,0,2,Married,16,44,219,25388,4788,11,Other,Research & Development,Manufacturing Director,3,80,0,Travel_Rarely,2,1,2,2,4,4,3,0,4,3,2,0,2,2
1888,1,45,0,2,Married,25,93,556,23888,5906,13,Life Sciences,Research & Development,Manufacturing Director,3,80,2,Travel_Rarely,2,0,4,2,4,2,2,0,10,9,2,3,8,8
1890,1,36,1,1,Single,2,94,1213,4223,3886,21,Human Resources,Human Resources,Human Resources,4,80,0,Travel_Frequently,2,0,4,2,4,2,2,1,10,10,2,0,1,8
1892,1,40,1,4,Divorced,1,98,1137,18991,16823,11,Life Sciences,Research & Development,Manager,3,80,1,Travel_Rarely,3,0,1,3,1,1,3,2,22,19,4,11,7,16
1893,1,26,0,2,Married,1,90,482,14908,2933,13,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Rarely,3,1,3,2,3,2,2,1,1,1,1,1,0,0
1898,1,27,0,2,Single,2,89,511,26997,6500,14,Medical,Sales,Sales Executive,3,80,0,Travel_Rarely,5,0,3,4,2,1,2,0,9,8,2,0,7,7
1900,1,48,0,3,Divorced,22,58,117,2437,17174,11,Medical,Research & Development,Manager,3,80,1,Travel_Frequently,3,0,4,3,2,4,3,3,24,22,4,4,17,7
1903,1,44,1,4,Married,1,78,170,9364,5033,15,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,5,0,1,4,4,2,3,2,10,2,2,2,0,2
1905,0,34,1,4,Married,16,85,967,14460,2307,23,Technical Degree,Research & Development,Research Scientist,4,80,1,Non-Travel,2,1,1,1,2,4,3,1,5,5,1,3,2,0
1907,0,56,1,2,Single,24,97,1162,10261,2587,16,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,3,0,4,3,4,1,3,1,5,4,1,1,2,0
1908,1,36,1,2,Married,17,33,335,16822,5507,16,Marketing,Sales,Sales Executive,3,80,2,Travel_Rarely,1,0,2,2,3,3,1,2,12,4,2,1,2,3
1909,1,41,0,3,Married,8,54,337,26841,4393,21,Marketing,Sales,Sales Executive,4,80,1,Travel_Rarely,3,0,2,3,3,3,3,5,14,5,2,1,4,4
1911,1,42,1,3,Married,6,83,1396,14842,13348,13,Medical,Research & Development,Research Director,3,80,1,Travel_Rarely,3,0,1,3,2,3,4,9,18,13,3,5,7,7
1912,1,31,0,2,Divorced,10,86,1079,20115,6583,11,Medical,Sales,Sales Executive,3,80,1,Travel_Rarely,2,1,4,3,4,3,3,2,8,5,2,1,2,4
1915,1,34,0,1,Married,3,75,735,16495,8103,12,Medical,Sales,Sales Executive,3,80,0,Travel_Rarely,3,1,4,2,3,4,2,3,9,4,2,0,2,1
1916,1,31,0,3,Divorced,4,62,471,16031,3978,12,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,0,0,3,4,2,1,2,8,4,2,1,2,2,2
1918,1,26,1,3,Married,6,61,1096,7102,2544,18,Other,Research & Development,Laboratory Technician,3,80,1,Travel_Frequently,3,0,4,4,1,3,3,0,8,7,1,7,7,7
1922,1,45,1,4,Single,1,44,1297,14511,5399,12,Medical,Research & Development,Healthcare Representative,3,80,0,Travel_Frequently,3,0,3,3,3,2,3,4,12,4,2,0,2,3
1924,1,33,1,4,Single,10,43,217,10410,5487,14,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,2,0,3,3,2,2,2,1,10,10,2,0,4,9
1927,1,28,1,2,Married,1,42,783,19255,6834,12,Life Sciences,Sales,Sales Executive,3,80,1,Travel_Frequently,2,1,4,2,3,3,3,1,7,7,2,0,7,7
1928,0,29,1,3,Single,24,45,746,10642,1091,17,Technical Degree,Sales,Sales Representative,3,80,0,Travel_Frequently,3,0,1,4,4,3,3,1,1,1,1,0,0,0
1929,1,39,0,4,Married,21,32,1251,3987,5736,19,Life Sciences,Sales,Sales Executive,3,80,1,Non-Travel,1,0,3,1,3,1,3,6,10,3,2,1,2,2
1931,1,27,1,4,Married,2,41,1354,6073,2226,11,Technical Degree,Research & Development,Research Scientist,3,80,1,Travel_Rarely,3,0,2,3,3,2,2,1,6,5,1,1,3,2
1932,1,34,1,4,Married,22,86,735,26496,5747,15,Other,Research & Development,Research Scientist,3,80,0,Travel_Frequently,3,1,4,2,2,3,3,1,16,15,2,6,10,11
1933,0,28,0,2,Single,13,84,1475,23352,9854,11,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,0,1,3,3,4,4,3,3,6,2,2,2,0,2
1934,1,47,1,4,Married,14,64,1169,2125,5467,18,Technical Degree,Research & Development,Research Scientist,3,80,1,Non-Travel,4,0,2,3,3,3,4,8,16,8,2,1,7,7
1935,1,56,0,5,Married,11,89,1443,20328,5380,16,Marketing,Sales,Sales Executive,3,80,1,Travel_Rarely,3,0,1,2,3,4,3,4,6,0,2,0,0,0
1936,1,39,1,2,Married,9,87,867,12315,5151,25,Medical,Research & Development,Manufacturing Director,4,80,1,Travel_Rarely,3,0,1,3,4,1,3,1,10,10,2,7,0,9
1937,1,38,0,3,Divorced,8,58,1394,18115,2133,16,Medical,Research & Development,Research Scientist,3,80,1,Travel_Frequently,3,1,2,2,3,4,3,1,20,20,2,0,11,7
1938,1,58,0,3,Married,21,72,605,11761,17875,13,Life Sciences,Sales,Manager,3,80,1,Travel_Rarely,2,1,4,3,3,4,2,4,29,1,4,0,0,0
1939,0,32,0,2,Single,5,47,238,15318,2432,14,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Frequently,2,1,3,4,1,1,3,3,8,4,1,0,1,3
1940,1,38,1,2,Divorced,9,71,1206,14293,4771,19,Life Sciences,Research & Development,Research Scientist,3,80,2,Travel_Rarely,0,0,4,3,4,2,4,2,10,5,1,0,2,3
1941,1,49,1,1,Married,2,42,1064,13738,19161,15,Life Sciences,Research & Development,Research Director,3,80,0,Travel_Frequently,3,0,4,3,4,2,3,3,28,5,5,4,4,3
1943,1,42,1,4,Divorced,12,77,419,2900,5087,12,Marketing,Sales,Sales Executive,3,80,2,Travel_Rarely,4,1,4,3,3,2,3,3,14,0,2,0,0,0
1944,0,27,0,3,Married,22,58,1337,19555,2863,12,Human Resources,Human Resources,Human Resources,3,80,0,Travel_Frequently,2,0,2,2,1,1,3,1,1,1,1,0,0,0
1945,1,35,1,4,Married,18,71,682,15975,5561,16,Medical,Sales,Sales Executive,3,80,1,Travel_Rarely,2,0,1,3,4,2,1,0,6,5,2,0,3,4
1947,1,28,1,3,Single,16,49,1103,2122,2144,14,Medical,Research & Development,Research Scientist,3,80,0,Non-Travel,3,0,3,3,3,3,2,1,5,5,1,1,3,4
1948,1,31,1,2,Divorced,3,48,976,3995,3065,13,Medical,Research & Development,Research Scientist,3,80,1,Non-Travel,3,1,1,3,4,3,4,1,4,4,1,2,2,3
1949,1,36,1,4,Married,9,66,1351,9238,2810,22,Life Sciences,Research & Development,Laboratory Technician,4,80,0,Non-Travel,3,0,2,4,2,1,3,1,5,5,1,0,4,2
1950,1,34,1,3,Single,1,32,937,6770,9888,21,Marketing,Sales,Sales Executive,4,80,0,Travel_Rarely,3,0,4,3,1,1,2,1,14,14,3,2,8,1
1951,1,34,1,4,Divorced,13,39,1239,22914,8628,18,Medical,Sales,Sales Executive,3,80,1,Travel_Rarely,2,0,3,3,3,4,2,1,9,8,3,1,7,1
1952,1,26,1,3,Single,1,95,157,20006,2867,13,Medical,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,6,0,1,3,4,3,2,0,8,7,1,7,7,6
1954,1,29,1,3,Married,1,89,136,6225,5373,12,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,5,0,1,3,1,1,2,0,6,5,2,0,3,2
1955,1,32,0,4,Divorced,15,34,1146,16542,6667,18,Medical,Research & Development,Healthcare Representative,3,80,1,Non-Travel,6,0,4,3,2,3,3,5,9,5,2,1,1,2
1956,1,31,1,3,Married,1,48,1125,5771,5003,21,Life Sciences,Research & Development,Research Scientist,4,80,0,Travel_Frequently,6,0,1,1,2,4,3,1,10,10,2,8,8,7
1960,0,28,1,3,Divorced,17,32,1404,18779,2367,12,Technical Degree,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,2,0,4,2,1,3,2,5,6,4,1,0,1,3
1961,1,38,1,3,Single,1,59,1404,11473,2858,14,Life Sciences,Sales,Sales Representative,3,80,0,Travel_Rarely,3,0,1,2,1,1,2,4,20,1,1,0,0,0
1962,1,35,0,4,Married,7,55,1224,13586,5204,11,Life Sciences,Sales,Sales Executive,3,80,0,Travel_Rarely,2,1,4,3,4,3,3,1,10,10,2,0,8,9
1965,1,27,1,3,Single,9,44,954,5099,4105,14,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,5,0,4,3,1,4,3,1,7,7,2,0,7,7
1966,1,32,1,4,Single,5,56,1373,10138,9679,24,Life Sciences,Research & Development,Manufacturing Director,4,80,0,Travel_Rarely,1,0,4,2,2,4,3,8,8,1,2,0,0,0
1967,0,31,1,4,Married,26,63,754,21075,5617,11,Marketing,Sales,Sales Executive,3,80,0,Travel_Frequently,4,1,4,3,3,1,3,1,10,10,2,0,7,8
1968,0,53,1,4,Single,24,66,1168,5843,10448,13,Life Sciences,Sales,Sales Executive,3,80,0,Travel_Rarely,2,1,1,3,2,1,2,6,15,2,3,2,2,2
1969,1,54,0,2,Married,9,67,155,22474,2897,11,Life Sciences,Research & Development,Research Scientist,3,80,2,Travel_Rarely,6,0,3,3,3,1,2,3,9,4,2,2,3,3
1970,1,33,1,2,Divorced,7,36,1303,18079,5968,20,Life Sciences,Research & Development,Healthcare Representative,4,80,3,Travel_Frequently,2,0,3,3,3,4,3,1,9,9,2,2,7,8
1971,1,43,1,3,Married,11,30,574,16873,7510,17,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,1,0,3,3,2,1,3,1,10,10,3,0,9,9
1972,1,38,1,4,Married,1,88,1444,5224,2991,11,Other,Human Resources,Human Resources,3,80,1,Travel_Frequently,2,1,2,3,2,4,3,0,7,6,1,1,2,2
1973,1,55,1,4,Married,26,71,189,25811,19636,18,Human Resources,Human Resources,Manager,3,80,1,Travel_Rarely,0,1,2,4,1,3,3,4,35,10,5,1,9,4
1974,1,31,0,1,Divorced,2,59,1276,17536,1129,11,Medical,Research & Development,Laboratory Technician,3,80,3,Travel_Rarely,4,1,4,1,3,4,3,1,1,1,1,0,0,0
1975,1,39,1,4,Single,15,77,119,25098,13341,12,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,3,0,1,3,1,2,3,0,21,20,4,11,8,10
1976,1,42,1,2,Single,23,37,335,14811,4332,12,Life Sciences,Research & Development,Research Scientist,3,80,0,Non-Travel,2,0,3,2,4,4,3,1,20,20,2,3,9,7
1979,1,31,0,3,Married,10,40,697,26862,11031,20,Medical,Research & Development,Research Director,4,80,1,Non-Travel,2,0,3,3,3,3,4,4,13,11,3,4,7,8
1980,1,54,0,3,Single,10,77,157,25198,4440,19,Medical,Research & Development,Manufacturing Director,3,80,0,Travel_Rarely,3,1,1,3,4,3,3,6,9,5,2,1,2,4
1981,1,24,1,2,Single,1,45,771,14120,4617,12,Life Sciences,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,2,0,3,2,2,2,2,1,4,4,2,1,3,2
1982,1,23,1,2,Single,12,78,571,13672,2647,13,Other,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,6,0,4,3,3,4,4,1,5,5,1,1,2,4
1985,1,40,0,3,Married,11,73,692,26849,6323,11,Technical Degree,Research & Development,Laboratory Technician,3,80,1,Travel_Frequently,2,0,3,3,1,4,4,1,10,10,2,9,9,4
1986,1,40,0,2,Married,2,92,444,4258,5677,14,Marketing,Sales,Sales Executive,3,80,1,Travel_Rarely,4,0,2,3,3,2,3,3,15,11,2,5,8,10
1987,1,25,0,3,Married,2,82,309,19655,2187,14,Human Resources,Human Resources,Human Resources,3,80,0,Travel_Rarely,3,0,2,3,3,3,3,4,6,2,1,1,0,2
1989,1,30,1,2,Married,1,76,911,4077,3748,13,Medical,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,6,0,2,3,3,4,2,1,12,12,1,1,8,7
1992,1,25,1,1,Divorced,2,57,977,7298,3977,19,Other,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,2,1,3,3,3,4,2,6,7,2,1,0,2,2
1993,1,47,1,3,Single,25,84,1180,13084,8633,23,Medical,Research & Development,Healthcare Representative,4,80,0,Travel_Rarely,3,0,3,3,2,1,3,2,25,17,3,12,14,11
1994,1,33,1,2,Divorced,1,59,1313,20439,2008,12,Medical,Research & Development,Laboratory Technician,3,80,3,Non-Travel,2,0,3,2,3,2,2,1,1,1,1,0,1,0
1995,1,38,1,4,Married,1,86,1321,7636,4440,15,Life Sciences,Sales,Sales Executive,3,80,2,Travel_Rarely,3,0,2,3,1,4,3,0,16,15,2,5,13,8
1996,1,31,1,2,Married,2,54,1154,6393,3067,19,Life Sciences,Sales,Sales Representative,3,80,1,Travel_Rarely,1,0,3,3,3,1,3,0,3,2,1,1,2,2
1997,1,38,1,4,Married,6,72,508,14284,5321,11,Life Sciences,Research & Development,Manufacturing Director,3,80,1,Travel_Frequently,1,0,3,2,4,1,3,2,10,8,2,7,3,7
1998,1,42,1,4,Divorced,18,35,557,11189,5410,17,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Rarely,3,1,1,3,3,4,2,6,9,4,2,1,3,2
1999,1,41,1,3,Married,1,76,642,21412,2782,22,Life Sciences,Research & Development,Research Scientist,4,80,1,Travel_Rarely,3,0,4,3,1,4,3,3,12,5,1,1,3,0
2000,1,47,0,1,Married,1,98,1162,17231,11957,18,Medical,Research & Development,Research Director,3,80,2,Non-Travel,3,0,2,3,1,3,1,0,14,13,3,5,8,12
2003,1,35,1,4,Married,11,43,1490,20232,2660,11,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,3,1,3,3,3,4,3,7,5,2,1,2,2,2
2007,1,22,1,2,Single,1,63,581,17624,3375,12,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,2,0,3,3,4,4,4,0,4,3,1,1,2,2
2008,1,35,1,4,Single,9,48,1395,18698,5098,19,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,5,0,3,3,2,2,3,1,10,10,2,0,7,8
2009,1,33,0,2,Married,15,95,501,21653,4878,13,Medical,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,6,1,4,3,1,2,3,0,10,9,2,8,7,1
2010,1,32,0,4,Single,29,49,267,15919,2837,13,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,3,0,2,2,3,3,3,1,6,6,1,4,2,1
2012,1,40,1,4,Married,1,83,543,4060,2406,19,Life Sciences,Research & Development,Laboratory Technician,3,80,2,Travel_Rarely,3,0,4,3,3,1,2,8,8,1,1,0,0,0
2013,1,32,1,4,Married,1,68,234,18024,2269,14,Medical,Sales,Sales Representative,3,80,1,Travel_Rarely,2,0,2,2,2,2,3,0,3,2,1,2,2,2
2014,1,39,1,1,Single,24,52,116,5340,4108,13,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,2,0,4,3,1,1,3,7,18,7,2,1,7,7
2015,1,38,0,3,Married,10,99,201,3376,13206,12,Medical,Research & Development,Research Director,3,80,1,Travel_Rarely,3,0,3,1,1,2,3,3,20,18,3,1,16,11
2016,1,32,0,4,Married,1,48,801,24032,10422,19,Marketing,Sales,Sales Executive,3,80,2,Travel_Rarely,3,0,4,3,3,3,3,1,14,14,3,5,10,7
